,device,endlatitude,endlocaltime,endlongitude,filedate,filetimeutc,numbsmtx,numinforms,numintersectionencounters,numnormalbsmrx,numwarnings,startlatitude,startlocaltime,startlongitude,utctime,uuid,tripid,tripdistance,avgspeed,utctime(datetime),tripdistance_miles,avgspeed_mph,endlocaltime(datetime),startlocaltime(datetime)
10,100943,40.086929196,77930925,-83.089273303,20200625,212417,8652.0,0.0,0.0,0,0,40.06410833,77210452.0,-83.141930248,1593120257354,00ed7f75f80b926a9915a9ce7e577cf1,7762a1f6822333a4a6d84a8b20ca901d,5157.084270583,10.08353025,2020-06-25 21:24:17.354,3.2044626102964293,22.556207789901904,1970-01-01 21:38:50.925,1970-01-01 21:26:50.452
11,101735,40.099841028,53506232,-83.017440301,20200620,145035,2783.0,0.0,0.0,0,0,40.104815223,53436026.0,-83.017455482,1592664635427,00fa73de9e08ae52d0b9b8af5fa454c6,f1e27832bda7fc71410677e8044bdd01,552.319312492,9.189814657,2020-06-20 14:50:35.427,0.3431952035224665,20.55702356364509,1970-01-01 14:51:46.232,1970-01-01 14:50:36.026
12,100085,40.138370845,85254475,-83.144387119,20200628,233334,5670.0,0.0,0.0,0,0,40.10301298,84814933.0,-83.156679878,1593387214433,0106535783b802d411174e21baf45681,06095e8ab0fc2053bf0a7ff172ce57ad,4063.465446278,11.447635594,2020-06-28 23:33:34.433,2.5249195878192072,25.607623596045748,1970-01-01 23:40:54.475,1970-01-01 23:33:34.933
13,103760,40.231302955,81983339,-83.345608441,20200623,224526,485.0,0.0,,0,0,40.232086947,81930334.0,-83.346432501,1592952326234,0106fb9cafa610c8029d7c32d265ff28,80d64c9cb357388252f02c4db9066238,111.788886648,4.137019672,2020-06-23 22:45:26.234,0.06946237228535442,9.254246582197124,1970-01-01 22:46:23.339,1970-01-01 22:45:30.334
14,100336,40.082245315,691617,-83.15578242,20200611,234014,18688.0,0.0,0.0,0,0,40.295005552,85453951.0,-83.506624945,1591918814031,01086ba412703f69f4e91cc60a798c0f,029466e963d765bd23538b797dc44ac6,38088.854059178,27.966505908,2020-06-11 23:40:14.031,23.66730933560549,62.55927267321553,1970-01-01 00:11:31.617,1970-01-01 23:44:13.951
15,102701,40.259116278,64205738,-83.374584354,20200607,174624,1883.0,0.0,0.0,0,0,40.263283513,64137032.0,-83.374322676,1591551984256,013e350191636349e7bd0645a3729ebd,2076b5b96cfbb368574e1b5fea879983,463.263500764,8.335568085,2020-06-07 17:46:24.256,0.28785850473322744,18.64612899556033,1970-01-01 17:50:05.738,1970-01-01 17:48:57.032
16,101392,40.104262866,82048969,-83.161968608,20200620,223956,4205.0,0.0,0.0,0,0,40.263283513,81596491.0,-83.374322676,1592692796491,0154273afb70431d91b19b016a9bcf91,d72b09c4a5307bb578cbf9815721fcf1,25275.478002619,2.637384302,2020-06-20 22:39:56.491,15.70544904196537,5.899658836024952,1970-01-01 22:47:28.969,1970-01-01 22:39:56.491
17,100426,40.090732926,82718243,-83.090179876,20200606,224903,4842.0,0.0,,0,0,41.597159387,82228692.0,-82.710421389,1591483743200,01a09dacde8aee3c76d61697d2edb325,b6d1db720d2ef62495e26bafc0296065,170327.449256919,11.475574462,2020-06-06 22:49:03.200,105.83653747222102,25.670121044498654,1970-01-01 22:58:38.243,1970-01-01 22:50:28.692
18,102163,40.29514891,71036469,-83.506704336,20200608,191108,22219.0,0.0,2.0,0,0,40.081429853,69311389.0,-83.114431785,1591643468542,01abd3f6595e35f83c6c65aacafcc8fb,6996a49ebc8ccbb672b5787baa6cd969,40976.579014478,27.660219445,2020-06-08 19:11:08.542,25.46165787880521,61.87412958033275,1970-01-01 19:43:56.469,1970-01-01 19:15:11.389
19,100810,40.149835303,61617078,-82.977185953,20200620,163744,17270.0,0.0,0.0,0,0,40.267953189,60012812.0,-83.064956683,1592671064248,01d42c99b4d3496d611a0a28539a7ecc,53235f9c45b0ae54db99431efc000606,15094.829427445,11.329481075,2020-06-20 16:37:44.248,9.379489256160927,25.343319546193772,1970-01-01 17:06:57.078,1970-01-01 16:40:12.812
20,101315,40.235612089,71071869,-83.187849701,20200601,193308,8193.0,0.0,0.0,0,0,40.233552332,70462507.0,-83.327939879,1591039988201,020143f400c48f29143830cfaa588923,040f7a1419676a7e554e6e6a12ec8939,11923.996435747,21.078160738,2020-06-01 19:33:08.201,7.4092255892765495,47.15048813735448,1970-01-01 19:44:31.869,1970-01-01 19:34:22.507
21,103777,40.614602105,63127708,-80.092238126,20200627,165222,23806.0,0.0,0.0,0,0,40.5087,60743274.0,-80.170154438,1593276742681,0202bf83194bd6a9a11a5cd05752eba7,0c00bb1d7efdcb1dbdb30b35bf6cd296,13484.794561112,9.342794137,2020-06-27 16:52:22.681,8.379060281232725,20.89922880852658,1970-01-01 17:32:07.708,1970-01-01 16:52:23.274
22,100943,40.076778133,85670485,-83.131374436,20200621,232056,14862.0,0.0,4.0,0,0,40.102548105,84179251.0,-83.114171189,1592781656798,02049bdefbc67fdd3e2a62cd627a2eb5,3b5efac27b6f7021268e924db6da4c91,3215.602169857,6.909070234,2020-06-21 23:20:56.798,1.9980819358862139,15.455145169334932,1970-01-01 23:47:50.485,1970-01-01 23:22:59.251
23,103777,40.144750706,2068208,-83.073027829,20200626,400,19800.0,0.0,0.0,0,0,40.144750608,432149.0,-83.072927468,1593129840533,022d215419a8082a6ede941e0a5cae84,3ad777ef5f9a25ac54942eba7ae577ed,8.552078757,8.988710779,2020-06-26 00:04:00.533,0.0053140137293158475,20.107167139648833,1970-01-01 00:34:28.208,1970-01-01 00:07:12.149
24,102629,40.125671307,57703440,-83.178179505,20200614,140421,,0.0,0.0,291,0,38.648507165,50673948.0,-82.855347566,1592143461207,023c74865eb649116700603d292746db,9af11e99ad950c6be412c11610871738,166340.318696947,27.20210315,2020-06-14 14:04:21.207,103.35905016904066,60.84935293110715,1970-01-01 16:01:43.440,1970-01-01 14:04:33.948
25,102163,40.285409909,61847509,-83.526912557,20200626,164050,18947.0,0.0,2.0,27,0,40.085574893,60154739.0,-83.114966669,1593189650744,024205785a5dc293621aecd19f0325a9,751d4ab48fec90de420238402d78d012,41510.553315444,27.887497134,2020-06-26 16:40:50.744,25.793454024170753,62.382535133942575,1970-01-01 17:10:47.509,1970-01-01 16:42:34.739
26,100148,40.27180075,64771539,-83.496031963,20200617,175104,4792.0,0.0,0.0,0,0,40.295011952,64450909.0,-83.506635582,1592416264683,024d8ade0b8f4da9896368edc30a5c3e,499c848fa2e0c808c91fde397ed02a44,2730.562510383,14.668120638,2020-06-17 17:51:04.683,1.696692357639195,32.811641240236916,1970-01-01 17:59:31.539,1970-01-01 17:54:10.909
27,102752,40.153791314,77589244,-83.238975058,20200610,212352,7243.0,0.0,3.0,0,0,40.236995283,77032788.0,-83.350190318,1591824232288,026a79242b34a5efcb17cd6fa7f9d85f,7a1b7658339c4d3ac16993c244dfd9ac,13230.133682485,25.793275384,2020-06-10 21:23:52.288,8.220821396419387,57.69789594707328,1970-01-01 21:33:09.244,1970-01-01 21:23:52.788
28,101701,40.302983333,65868936,-83.527744167,20200602,181048,4213.0,0.0,0.0,0,0,40.302983333,65448694.0,-83.527744167,1591121448099,02bc78c3612a12e61e86730a9829015d,1b87119969e11c4cf2069f8b980015f8,0.0,0.0,2020-06-02 18:10:48.099,0.0,0.0,1970-01-01 18:17:48.936,1970-01-01 18:10:48.694
29,101576,45.962130421,75025998,-84.03437551,20200627,184824,,0.0,0.0,0,0,43.667896662,67705350.0,-84.015267118,1593283704756,02e5e0870ec9cf3b89809b5ecf41a960,3ae40b631c637fe5daa9247b9a35fc8c,254958.464980306,29.906672653,2020-06-27 18:48:24.756,158.4237963432777,66.89930073504216,1970-01-01 20:50:25.998,1970-01-01 18:48:25.350
30,103760,40.118712173,231258,-83.160747268,20200615,235731,3714.0,0.0,,0,0,40.102551695,86290126.0,-83.163307625,1592265451022,02edc3da241634a4f72a38a4f9bc64ec,a87f10c38fb9f08190bb4bce879715e6,1807.635377996,8.414727777,2020-06-15 23:57:31.022,1.1232122024607525,18.823204128680164,1970-01-01 00:03:51.258,1970-01-01 23:58:10.126
31,102394,40.085425725,60825586,-83.090068512,20200606,163541,10752.0,0.0,0.0,624,0,40.156480652,59849490.0,-83.039085167,1591461341781,0306ae51b6536fd241a6e216565fc7c2,ab75005fb4de846881e8b26d06433910,9007.508225496,13.353172125,2020-06-06 16:35:41.781,5.597004393584675,29.870186099340152,1970-01-01 16:53:45.586,1970-01-01 16:37:29.490
32,102645,40.098340087,5232058,-83.156965619,20200626,10053,0.0,0.0,1.0,0,0,40.285362193,3860732.0,-83.527060312,1593133253115,030a052e9273e991a00dc7650372c30c,b1c944ec2ca98f6e19ecdb2fe73d3d50,37741.958956703,32.073015765,2020-06-26 01:00:53.115,23.451758778885498,71.74527076408974,1970-01-01 01:27:12.058,1970-01-01 01:04:20.732
33,102816,40.315181328,60854699,-83.457759355,20200624,164800,4895.0,0.0,0.0,0,0,40.267498444,60481565.0,-83.398176627,1593017280967,035e3bebfcde93dd80cd961964c0c46d,2ded084b4cdb7cd9ff5a1132f5abf726,7328.133014088,22.025141565,2020-06-24 16:48:00.967,4.553489339096875,49.268823261788214,1970-01-01 16:54:14.699,1970-01-01 16:48:01.565
34,100943,40.086948544,56566198,-83.089544203,20200612,153054,6956.0,0.0,0.0,0,0,40.064108732,55937541.0,-83.141891254,1591975854777,0369cda916d3f305e5376c55685c2e48,0b92c6acc4205fc39dd1b6bff4a1a1fd,5135.115919076,11.526258595,2020-06-12 15:30:54.777,3.190812113752173,25.783498185961484,1970-01-01 15:42:46.198,1970-01-01 15:32:17.541
35,101735,40.10772011,40959235,-83.019425407,20200629,111744,2457.0,0.0,0.0,0,0,40.099822267,40833424.0,-83.017322594,1593429464415,036cac55a71390dd63a8e1d5af720b83,f5e1fa53c641a0f5ae6dcefaf11fbc21,895.090925869,7.174723739,2020-06-29 11:17:44.415,0.5561835436981464,16.04939495193421,1970-01-01 11:22:39.235,1970-01-01 11:20:33.424
36,100943,40.062974397,6080212,-83.153706233,20200618,233933,,0.0,3.0,0,0,41.059505597,85173775.0,-84.980264573,1592523573262,038d73a172093d1b1bbd327244b844bf,5e663ba3a574c2d55f704f3a47f814b9,190191.047124008,29.228019006,2020-06-18 23:39:33.262,118.17920114249198,65.38119623199802,1970-01-01 01:41:20.212,1970-01-01 23:39:33.775
37,102743,40.062974397,59515149,-83.153706233,20200606,163142,0.0,0.0,0.0,0,0,41.059505597,59502249.0,-84.980264573,1591461102249,03bcfa0eca5e5f491dffd137f39d57b2,f7dd86fbe1609a5dc1f33e8918bd2c11,190191.047124008,3.75795836,2020-06-06 16:31:42.249,118.17920114249198,8.406310838801616,1970-01-01 16:31:55.149,1970-01-01 16:31:42.249
38,101260,40.285386897,52826384,-83.5269403,20200624,141333,18348.0,1.0,1.0,444,0,40.091759109,51331744.0,-83.158316577,1593008013702,03df108e46f1260348e5e85f8de3339b,59166a3458d29bfd4264a6e1ebd4f1e9,38048.287257115,28.338781543,2020-06-24 14:13:33.702,23.642102301240804,63.392029294159634,1970-01-01 14:40:26.384,1970-01-01 14:15:31.744
39,100614,40.060771887,74814546,-83.160581718,20200622,200522,26092.0,0.0,0.0,12,0,40.28536377,73072663.0,-83.527068828,1592856322490,03ebf217bd0891929167e050c194359b,e520232372406abcdc1219f48b59a7d2,39954.7940275,27.00108615,2020-06-22 20:05:22.490,24.826750319661702,60.399690847601946,1970-01-01 20:46:54.546,1970-01-01 20:17:52.663
40,102394,40.302760534,79383553,-83.527753412,20200625,220151,547.0,0.0,0.0,0,0,40.28536377,79311028.0,-83.527068828,1593122511028,03fc7f7bff39e64c82c5362466ebae32,516f0db83f566711c7c6240e875d89b2,1932.618417446,4.064120242,2020-06-25 22:01:51.028,1.2008730386668385,9.091175252010418,1970-01-01 22:03:03.553,1970-01-01 22:01:51.028
41,102059,40.115714374,45375978,-83.151996293,20200603,123309,0.0,0.0,0.0,0,0,40.116230962,45194962.0,-83.141185968,1591187589762,044b33a00b5072bbc62573c26915259e,bd0c0a3ff1df00c8266fccf1172dbb0d,923.355088282,7.360514087,2020-06-03 12:33:09.762,0.5737460745608747,16.4649959955118,1970-01-01 12:36:15.978,1970-01-01 12:33:14.962
42,103540,40.058580313,64779121,-82.86285392,20200629,173844,12504.0,0.0,0.0,0,0,40.188896586,63671197.0,-82.757247898,1593452324885,04556bd5475cfbc5791a168047ac5a82,ef1a4948ed189dff179f7768b0a01890,17041.457135812,18.202851702,2020-06-29 17:38:44.885,10.58906726193664,40.71860699372439,1970-01-01 17:59:39.121,1970-01-01 17:41:11.197
43,103760,40.110447745,80827392,-83.189165469,20200608,221605,6529.0,0.0,,0,0,40.222146351,80169422.0,-83.321754482,1591654565326,0479c4807bbf28a97874298904ae2d04,06cd9a97093d259e446c536d395eb4fa,16774.995657339,27.924857286,2020-06-08 22:16:05.326,10.423495826596392,62.46610738797279,1970-01-01 22:27:07.392,1970-01-01 22:16:09.422
44,101228,40.425794771,59076501,-83.295856823,20200621,162247,1006.0,0.0,0.0,0,0,40.425797105,58968390.0,-83.295863657,1592756567791,048a9cf86ab9334d8faca7a88e3cda7d,c305de59776ac5ee9de1c4e76f20e33c,0.635136503,0.541795866,2020-06-21 16:22:47.791,0.00039465540400561303,1.2119624605882295,1970-01-01 16:24:36.501,1970-01-01 16:22:48.390
45,103540,39.996133497,62225762,-83.052689795,20200606,165232,14693.0,0.0,0.0,0,0,40.089295582,60753214.0,-82.825070998,1591462352615,04a4e86f3d423b808294610a4a733c09,7824eb820b7cfa4b52dd2fec9ae95563,22007.718002466,24.933090168,2020-06-06 16:52:32.615,13.674957742910301,55.773717014809186,1970-01-01 17:17:05.762,1970-01-01 16:52:33.214
46,100810,40.228335915,77515880,-83.338464398,20200615,213042,644.0,0.0,0.0,0,0,40.230455513,77443174.0,-83.339402193,1592256642576,04c3d32190050c3e48734a1258dc31a3,0603e52ac031c758170b11a60e9701ed,248.522887796,4.841570112,2020-06-15 21:30:42.576,0.15442491531268832,10.830280543428788,1970-01-01 21:31:55.880,1970-01-01 21:30:43.174
47,101673,40.178897916,75820496,-83.177625015,20200606,202958,18228.0,0.0,0.0,142,0,40.178813242,73963006.0,-83.177666904,1591475398254,04f58328d6183ed477d171988de79064,f83323c0a7daf2f6c72fd03988ed142e,10.056200544,14.384824806,2020-06-06 20:29:58.254,0.006248631388225824,32.1779267083045,1970-01-01 21:03:40.496,1970-01-01 20:32:43.006
48,102752,40.1537505,66049154,-83.239005914,20200622,175716,15467.0,0.0,1.0,222,0,40.285431382,64869142.0,-83.526944474,1592848636636,04f5e4304c54db106bc21cfe428c1db9,dd6cb4978fb0e8f29a9fd95bd2aafffd,28539.367120834,28.125472342,2020-06-22 17:57:16.636,17.733535087239744,62.914870348635176,1970-01-01 18:20:49.154,1970-01-01 18:01:09.142
49,101228,40.088313162,60485865,-83.10691234,20200628,162356,14200.0,0.0,4.0,445,1,40.266715202,59202544.0,-83.374777402,1593361436500,0511500bc4f425f0eeaa04a51289b193,2eb41df209dce2a2de84d9d16e40dee3,30214.585902603,25.404868279,2020-06-28 16:23:56.500,18.77446745688633,56.82905426660584,1970-01-01 16:48:05.865,1970-01-01 16:26:42.544
50,102701,40.263291664,74853395,-83.374249407,20200611,203758,7074.0,0.0,0.0,0,0,40.231592982,74279140.0,-83.392794072,1591907878547,051d3bc56d70f401e2d6b1b655cab3a7,5b38b2d440356e923d6ba65145fe70e9,3857.289309573,10.023017393,2020-06-11 20:37:58.547,2.3968077155786847,22.420844425820892,1970-01-01 20:47:33.395,1970-01-01 20:37:59.140
51,102752,40.141917806,73693796,-83.248192711,20200613,191359,45822.0,0.0,0.0,0,0,39.557785713,69262262.0,-84.00265237,1592075639580,052e43fdabcc66cb8b7a24bc6c8e4aa9,b39c2695ab3b0adc9b013239297a25ec,91516.296620592,24.321095076,2020-06-13 19:13:59.580,56.865572747433866,54.40472340648911,1970-01-01 20:28:13.796,1970-01-01 19:14:22.262
52,102743,40.099220293,4794356,-83.117223449,20200605,10407,0.0,0.0,0.0,0,0,40.236893177,3848459.0,-83.350119913,1591319047860,0541b250a79fa963f4f36502f8623bd9,4cb5a732bcf0b04c8a083b018df00d19,25045.516951217,29.039048455,2020-06-05 01:04:07.860,15.562557913494658,64.95848127911451,1970-01-01 01:19:54.356,1970-01-01 01:04:08.459
53,100134,40.084459874,59075498,-83.049968244,20200623,161721,5489.0,0.0,0.0,0,0,40.087101494,58642559.0,-83.088864464,1592929041966,0542efcfda0d3973eb2cb19ba585cba9,8898eb10c8eaf2420e790d1b04d7214d,3330.280314911,10.867548149,2020-06-23 16:17:21.966,2.069339609556563,24.310005339212207,1970-01-01 16:24:35.498,1970-01-01 16:17:22.559
54,101589,40.161629808,78339424,-83.19233751,20200610,211511,19128.0,0.0,0.0,0,0,40.295100308,76737563.0,-83.506710615,1591823711679,054a84de7d28336ba81cf6c1cfd8c3ba,b134828865d2e58f92289db321a08eb4,30586.28932114,23.277054657,2020-06-10 21:15:11.679,19.005433181766083,52.0692722253891,1970-01-01 21:45:39.424,1970-01-01 21:18:57.563
55,103760,40.102752231,84806855,-83.163537597,20200608,232747,3303.0,0.0,,0,0,40.110447745,84468422.0,-83.189165469,1591658867830,0588353627f2aea4a1b43939a9070378,112d70d253a7c3ced37d8af8fc864638,2346.191154387,9.372608826,2020-06-08 23:27:47.830,1.4578551437926046,20.965922347753608,1970-01-01 23:33:26.855,1970-01-01 23:27:48.422
56,100943,40.062962212,78899342,-83.165550378,20200626,214425,7151.0,0.0,0.0,0,0,40.109001745,78265680.0,-83.188084639,1593207865082,058dd136618752b7002ad6609bd86009,f88a2ab6a6dd2299ccea986b01f36058,5461.385803608,11.483870124,2020-06-26 21:44:25.082,3.3935467581737067,25.688677906152016,1970-01-01 21:54:59.342,1970-01-01 21:44:25.680
57,101910,40.051561334,63707558,-83.159356747,20200601,170649,0.0,0.0,0.0,0,0,40.285421389,61875374.0,-83.526978534,1591031209369,059d7a8511d692618647648ec9531a20,c8c9d103265ff57b5f10c96812413fdc,40681.042280642,26.530015091,2020-06-01 17:06:49.369,25.278019922964802,59.34593522559514,1970-01-01 17:41:47.558,1970-01-01 17:11:15.374
58,100148,40.127134423,81475260,-83.178361902,20200622,223126,5863.0,0.0,0.0,0,0,40.15812116,81087124.0,-83.234355261,1592865086529,05a1a4fe2711ffedc921e0ff2604d220,2d8599e701147a7697978b0f14c544cc,5882.667457828,17.012146676,2020-06-22 22:31:26.529,3.6553189609380423,38.05507653196607,1970-01-01 22:37:55.260,1970-01-01 22:31:27.124
59,103494,40.117514284,77585754,-83.066761319,20200619,212918,2021.0,0.0,,0,0,40.15812116,77358596.0,-83.234355261,1592602158596,05c41a529409782c4c4a6523fb5cf972,2e05bf7a6345b9cd1fb6f57c735f608f,14977.477337837,3.974551806,2020-06-19 21:29:18.596,9.306570070889114,8.890816428885694,1970-01-01 21:33:05.754,1970-01-01 21:29:18.596
60,101576,45.981828818,1439427,-83.855936758,20200629,2321,295.0,0.0,0.0,0,0,45.981846818,1401823.0,-83.855897591,1593390201226,05c7352e20e9c39a0ce388864c0bf295,b996b3de3859cd5bbbb7bbf87ea2211f,3.635095672,2.024122766,2020-06-29 00:23:21.226,0.002258743032806312,4.5278322740358705,1970-01-01 00:23:59.427,1970-01-01 00:23:21.823
61,102163,40.094832787,77692075,-83.130726956,20200617,212950,2235.0,0.0,0.0,0,0,40.079528353,77463652.0,-83.114004109,1592429390598,05e074ac2d58340ed50e6a7dbbfbe909,241c6d3fdc816e17221dff02e09bbd8e,2218.526528787,13.736442879,2020-06-17 21:29:50.598,1.378528047718907,30.727538093401595,1970-01-01 21:34:52.075,1970-01-01 21:31:03.652
62,101735,40.089325378,74937599,-83.032620753,20200624,194417,40748.0,0.0,0.0,0,0,40.099820889,71311440.0,-83.017317139,1593027857432,05ea0394eda62aadf66715163c671907,8886d89f2265505f022040274c1bedc0,1749.635338292,10.344407385,2020-06-24 19:44:17.432,1.0871726597898383,23.13977314040941,1970-01-01 20:48:57.599,1970-01-01 19:48:31.440
63,101084,40.096382072,74127296,-83.092596066,20200606,202735,4056.0,0.0,2.0,0,0,40.095990992,73717256.0,-83.1288493,1591475255404,0609e835f6689dd448b7028863cef671,32cec3272a59cf2788857377caa3317b,3091.760306969,8.795451949,2020-06-06 20:27:35.404,1.9211301937016345,19.674859582807485,1970-01-01 20:35:27.296,1970-01-01 20:28:37.256
64,100943,40.064209768,80375597,-83.141913561,20200610,220910,7826.0,0.0,0.0,0,0,40.086932476,79750938.0,-83.089300039,1591826950341,0614ece9da22e6d3b056fa3a847a243e,c1248936068ab79b2ea76f47406d28ef,5148.505726743,11.711189147,2020-06-10 22:09:10.341,3.199132151932025,26.197175921257937,1970-01-01 22:19:35.597,1970-01-01 22:09:10.938
65,100329,40.174353264,76351642,-83.09214139,20200612,210814,3845.0,0.0,0.0,0,0,40.166259384,76267935.0,-83.088440599,1591996094520,0619c8df8ccf8f95a0ab2eb1a162245c,865ae706f5529a70127a4a8eb1e59821,952.410779759,11.749784788,2020-06-12 21:08:14.520,0.5918004386296296,26.283511884615656,1970-01-01 21:12:31.642,1970-01-01 21:11:07.935
66,103494,40.118028643,61928296,-83.066339191,20200612,170349,0.0,0.0,,0,0,40.116582084,61529758.0,-83.066996394,1591981429308,06249812f7e7d08129b427769f70ca73,c2379dfe0949879d5c6a1cec7dd86dc6,170.11178775,2.573829511,2020-06-12 17:03:49.308,0.10570253166600524,5.757490861486493,1970-01-01 17:12:08.296,1970-01-01 17:05:29.758
67,102163,40.072920414,69848807,-83.137835235,20200620,191606,4563.0,0.0,0.0,0,0,40.064544474,69628682.0,-83.127022373,1592680566515,06538cd7d655084f3a2e0853221b2430,df040f67228137b6371bc87c9c44fd89,1309.895220122,9.685369257,2020-06-20 19:16:06.515,0.8139309028224272,21.66554729012885,1970-01-01 19:24:08.807,1970-01-01 19:20:28.682
68,101829,40.10330689,78610410,-83.163684876,20200604,211854,18712.0,0.0,0.0,0,0,40.295100345,76957057.0,-83.506716162,1591305534240,0662494761bfa120b46a597cf1338f71,1978512e1c3da49dfd791d2450e2d638,36147.079127009,26.424539903,2020-06-04 21:18:54.240,22.460746704228708,59.10999402264125,1970-01-01 21:50:10.410,1970-01-01 21:22:37.057
69,100085,40.285419509,49787683,-83.526906284,20200626,131955,20814.0,0.0,1.0,0,0,40.138399216,48135022.0,-83.144361205,1593177595115,067b8b87bda2d1c48201b4a46f2ee0b9,8c243241056fbf097fde5e3671889f04,36428.441244231,26.314118095,2020-06-26 13:19:55.115,22.63557696436906,58.86298754930969,1970-01-01 13:49:47.683,1970-01-01 13:22:15.022
70,103760,40.089701133,67325050,-83.295776362,20200618,183744,2516.0,0.0,,0,0,40.105498814,67068315.0,-83.278712171,1592505464215,06a73c82a926710d08563f3383d455ad,a002b4c9f289069489793f582e29a7e1,2279.090067541,12.029355552,2020-06-18 18:37:44.215,1.4161604743580187,26.908893679326454,1970-01-01 18:42:05.050,1970-01-01 18:37:48.315
71,102013,40.255135324,68994779,-83.372348608,20200601,185050,13192.0,0.0,0.0,0,0,40.223798603,67850666.0,-83.369745914,1591037450081,06c3a003fbde087549d34fa29af31140,741b0653ae87048af5e32ed0b97f12f5,3486.646968632,8.152495956,2020-06-01 18:50:50.081,2.1665013135458344,18.236608432832433,1970-01-01 19:09:54.779,1970-01-01 18:50:50.666
