,id,driver_id,start_ts,end_ts,vehicle_id,ambulatory_riders,handicapped_riders,total_riders,status,trip_start_lat,trip_start_lon,trip_end_lat,trip_end_lon,max_speed_mph,avg_speed_mph,trip_distance_miles
62,138432,33.0,2022-02-16 15:52:37,2022-02-16 16:04:28,72,0,1,1,Completed,39.96866368,-82.95089886,39.96866368,-82.95089886,0.0,0.0,0.0
63,138410,3843.0,2022-02-16 21:47:38,2022-02-16 22:23:46,83,1,0,1,Completed,39.98390322,-82.917165,39.98390322,-82.917165,0.0,0.0,0.0
64,138409,15392.0,2022-02-16 13:22:57,2022-02-16 13:58:06,7,1,0,1,Completed,40.10383897,-83.15758187,40.10074279,-83.1048046,52.142,24.832309091,0.21
65,138315,15392.0,2022-02-17 16:48:59,2022-02-17 17:15:43,7,1,0,1,Completed,40.07210666,-83.12455427,40.06071051,-83.16770628,48.899,22.206126984,0.79
66,138306,16576.0,2022-02-16 13:22:34,2022-02-16 14:02:53,253,1,0,1,Completed,40.10412999,-83.09039242,40.09045935,-83.10698355,38.452,16.386267123,0.94
67,138269,15392.0,2022-02-15 16:04:20,2022-02-15 16:28:46,7,1,0,1,Completed,40.10409344,-83.15712731,40.09031671,-83.10705347,67.599,28.205005076,0.95
68,138261,45.0,2022-02-16 21:30:00,2022-02-16 21:58:08,5,1,0,1,Completed,39.90599334,-82.77797134,39.98918302,-82.80570755,49.368,21.548814286,5.74
69,138218,15392.0,2022-02-15 13:49:37,2022-02-15 14:07:55,7,1,0,1,Completed,40.10036412,-83.10414129,40.09807435,-83.12714346,47.065,21.709528736,0.16
70,138135,3843.0,2022-02-14 19:59:29,2022-02-14 20:36:07,81,1,0,1,Completed,39.9843671,-82.91745619,39.9843671,-82.91745619,0.0,0.0,0.0
71,138071,15392.0,2022-02-15 12:30:38,2022-02-15 12:46:15,7,1,0,1,Completed,40.09641066,-83.15170429,40.09474205,-83.09522533,72.834,36.017302158,0.12
72,138064,15392.0,2022-02-16 12:00:07,2022-02-16 12:24:45,7,1,0,1,Completed,40.07103654,-83.12096637,40.09862059,-83.15021519,63.953,25.093902703,1.9
73,138057,15392.0,2022-02-15 13:28:05,2022-02-15 13:49:22,7,1,0,1,Completed,40.07208384,-83.12496538,40.10036333,-83.10414097,64.736,29.770994624,1.95
74,138058,15392.0,2022-02-15 15:39:06,2022-02-15 16:02:08,7,1,0,1,Completed,40.07210416,-83.12450924,40.10382238,-83.15765498,73.863,39.861164948,2.19
75,138059,2167.0,2022-02-15 21:40:05,2022-02-15 22:11:03,51,1,0,1,Completed,39.94068054,-83.05324836,39.94068054,-83.05324836,0.0,0.0,0.0
76,138056,16576.0,2022-02-15 23:39:13,2022-02-16 00:38:13,81,2,0,2,Completed,39.98435677,-82.91745337,39.98435677,-82.91745337,0.0,0.0,0.0
77,138006,3843.0,2022-02-14 21:17:40,2022-02-14 22:06:39,81,1,0,1,Completed,39.9843671,-82.91745619,39.9843671,-82.91745619,0.0,0.0,0.0
78,137991,15392.0,2022-02-13 20:22:55,2022-02-13 20:46:23,7,1,0,1,Completed,40.07209713,-83.12462526,40.10941305,-83.09103755,72.275,28.771415,2.57
79,137945,3843.0,2022-02-14 22:06:51,2022-02-14 23:06:23,81,1,0,1,Completed,39.9843671,-82.91745619,39.9843671,-82.91745619,0.0,0.0,0.0
80,137778,16576.0,2022-02-12 03:11:06,2022-02-12 04:47:27,253,13,0,13,Completed,39.83575514,-82.96162326,40.06284771,-82.96954926,79.79,48.522927434,15.67
81,137777,2167.0,2022-02-12 03:33:16,2022-02-12 04:17:42,55,10,0,10,Completed,39.83568887,-82.96166714,40.01833218,-83.05623182,76.01,46.201613636,12.6
82,137704,15392.0,2022-02-12 21:14:54,2022-02-12 21:41:55,7,1,0,1,Completed,40.11854606,-83.08468879,40.07458065,-83.0927478,47.735,17.427195652,3.03
83,137703,15392.0,2022-02-12 21:50:51,2022-02-12 22:12:36,7,1,0,1,Completed,40.06659801,-83.09782164,40.10361076,-83.07828887,51.829,21.190506757,2.55
84,137700,15392.0,2022-02-12 12:58:36,2022-02-12 13:20:57,7,1,0,1,Completed,40.12195941,-83.09166265,40.103875,-83.15727453,77.755,31.816271028,1.25
85,137583,16914.0,2022-02-11 18:06:15,2022-02-11 19:35:34,5,7,0,7,Completed,40.0293968,-83.15228869,40.03806922,-83.13955254,46.752,14.479054545,0.6
86,137561,15392.0,2022-02-11 12:26:43,2022-02-11 12:45:30,7,1,0,1,Completed,40.10730207,-83.15799599,40.09223058,-83.09340378,69.433,34.492972414,1.04
87,137490,15392.0,2022-02-10 21:07:06,2022-02-10 21:37:35,7,1,0,1,Completed,40.11070832,-83.13239727,40.07966143,-83.09286476,46.124,21.957280576,2.14
88,137483,16576.0,2022-02-10 19:40:00,2022-02-10 22:10:43,43,1,0,1,Completed,41.61551356,-83.67323544,41.61551356,-83.67323544,0.0,0.0,0.0
89,137484,15392.0,2022-02-10 20:40:34,2022-02-10 21:03:50,7,1,0,1,Completed,40.10252609,-83.14065307,40.12556432,-83.13511006,43.91,21.038194805,1.59
90,137438,16576.0,2022-02-11 04:03:06,2022-02-11 05:17:46,253,13,0,13,Completed,39.8388656,-83.00142602,40.12084317,-83.09423845,85.204,44.870528014,19.45
91,137437,2167.0,2022-02-11 04:11:51,2022-02-11 05:04:02,55,10,0,10,Completed,39.83559657,-82.96267325,40.01000222,-83.00155668,70.418,39.982994624,12.03
92,137420,15392.0,2022-02-10 15:23:36,2022-02-10 15:52:44,7,9,0,9,Completed,40.0995277,-83.124716,40.09755584,-83.09874105,40.353,14.509266667,0.14
93,137392,45.0,2022-02-14 23:53:27,2022-02-15 00:25:35,42,0,1,1,Completed,40.10840509,-83.09105349,40.14623392,-83.08677693,45.968,21.137869565,2.61
94,137393,45.0,2022-02-15 01:13:44,2022-02-15 01:57:04,42,0,1,1,Completed,40.14623392,-83.08677693,40.10321193,-83.10147234,42.545,21.915151079,2.97
95,137357,15392.0,2022-02-14 14:55:12,2022-02-14 15:15:48,7,1,0,1,Completed,40.07211521,-83.12453537,40.09320806,-83.14717453,49.503,27.864924419,1.46
96,137355,15392.0,2022-02-14 10:15:52,2022-02-14 10:31:44,7,1,0,1,Completed,40.11033276,-83.07128999,40.09854423,-83.09998997,68.942,35.726491228,0.81
97,137354,2167.0,2022-02-15 23:35:57,2022-02-16 00:16:27,51,1,0,1,Completed,39.94981249,-83.38300697,39.972601,-83.27715181,70.62,43.719728682,1.57
98,137351,15392.0,2022-02-15 14:42:00,2022-02-15 15:17:16,7,1,0,1,Completed,40.07211004,-83.12441122,40.09325761,-83.14719905,48.34,24.542507614,1.46
99,137353,2167.0,2022-02-15 21:00:20,2022-02-15 21:40:00,51,1,0,1,Completed,39.94068054,-83.05324836,39.94068054,-83.05324836,0.0,0.0,0.0
100,137349,15392.0,2022-02-15 10:01:47,2022-02-15 10:15:20,7,1,0,1,Completed,40.11419173,-83.09585241,40.09851877,-83.1000317,49.66,34.727547945,1.08
101,137337,15392.0,2022-02-17 10:18:05,2022-02-17 10:35:48,7,1,0,1,Completed,40.08948763,-83.13865606,40.0985405,-83.10002195,73.125,39.16410582,0.62
102,137334,15392.0,2022-02-18 14:43:50,2022-02-18 15:17:16,7,1,0,1,Completed,40.0720833,-83.12466433,40.09324256,-83.14718946,47.199,24.479323383,1.46
103,137335,16576.0,2022-02-18 21:21:37,2022-02-18 21:38:31,253,1,0,1,Completed,40.09257716,-83.09342863,40.07962112,-83.09389592,41.226,17.170921053,0.89
104,137336,16576.0,2022-02-18 23:29:23,2022-02-19 00:21:06,253,2,0,2,Completed,40.07570197,-83.14083095,40.06411428,-83.09276208,44.022,23.250218391,0.8
105,137330,16576.0,2022-02-16 20:44:56,2022-02-16 21:54:26,83,15,0,15,Completed,39.98390322,-82.917165,39.98390322,-82.917165,0.0,0.0,0.0
106,137328,16576.0,2022-02-14 20:17:31,2022-02-14 21:56:03,253,14,0,14,Completed,40.05955728,-82.93804288,39.83546883,-82.96095434,75.496,33.737470785,15.46
107,137316,2167.0,2022-02-14 02:15:48,2022-02-14 03:11:25,55,5,0,5,Completed,40.08526895,-82.96510618,39.89694427,-83.41786212,76.323,47.872455769,12.99
108,137247,15602.0,2022-02-23 10:03:32,2022-02-23 11:03:53,46,10,0,10,Completed,39.98447833,-82.91688033,39.89492293,-83.42191756,71.246,52.851254808,6.18
109,137246,3843.0,2022-02-24 02:17:25,2022-02-24 03:37:34,81,20,0,20,Completed,39.98434757,-82.91742149,39.98434757,-82.91742149,0.0,0.0,0.0
110,137243,2190.0,2022-02-23 18:47:47,2022-02-23 19:49:51,46,12,0,12,Completed,39.98124682,-82.94344986,39.89487724,-83.42212999,83.146,49.226478689,5.96
111,137242,15715.0,2022-02-23 15:13:42,2022-02-23 16:48:30,81,13,0,13,Completed,39.98435135,-82.9174904,40.09290703,-83.12569274,69.836,47.221764901,7.49
112,137240,44.0,2022-02-24 02:08:16,2022-02-24 03:11:25,51,5,0,5,Completed,40.00983137,-82.9407307,39.89489137,-83.42208086,71.313,46.699857456,7.93
113,137236,15602.0,2022-02-24 10:01:04,2022-02-24 11:05:57,46,9,0,9,Completed,39.98445575,-82.91684899,39.89493349,-83.42191415,73.057,52.649628981,6.18
114,137233,16914.0,2022-02-24 19:58:18,2022-02-24 20:37:41,55,9,0,9,Completed,40.08518244,-82.96518117,40.08518244,-82.96518117,0.0,0.0,0.0
115,137232,16914.0,2022-02-24 17:46:42,2022-02-24 18:59:47,51,12,0,12,Completed,39.95945103,-82.99457411,40.00984187,-82.94068811,44.984,23.364785047,3.48
116,137228,45.0,2022-02-26 03:50:19,2022-02-26 04:47:17,46,12,0,12,Completed,40.08469811,-82.925149,40.08469811,-82.925149,0.0,0.0,0.0
117,137226,2190.0,2022-02-25 19:22:58,2022-02-25 20:37:39,46,9,0,9,Completed,39.97724211,-83.1466955,40.09288056,-83.12566444,81.58,53.070110561,7.98
118,137222,15602.0,2022-02-25 19:51:08,2022-02-25 20:39:26,55,11,0,11,Completed,40.08540533,-82.96525537,40.08540533,-82.96525537,0.0,0.0,0.0
119,137221,15602.0,2022-02-25 17:37:14,2022-02-25 19:01:08,51,12,0,12,Completed,39.98475185,-82.91975681,39.89493792,-83.42189528,70.53,46.205588757,6.2
120,137220,15602.0,2022-02-25 11:57:15,2022-02-25 12:38:01,46,14,0,14,Completed,39.89519084,-83.42263902,40.09287082,-83.12568088,72.654,53.366815217,13.64
121,137219,21.0,2022-02-25 09:55:30,2022-02-25 11:06:46,51,11,0,11,Completed,39.98417323,-82.91727708,39.98417323,-82.91727708,0.0,0.0,0.0
122,137214,2733.0,2022-03-01 03:21:09,2022-03-01 04:54:14,51,12,0,12,Completed,39.94191613,-83.05016657,40.0574093,-82.96102118,70.62,49.954979294,7.97
123,137212,15602.0,2022-02-28 11:56:02,2022-02-28 12:36:52,46,10,0,10,Completed,39.89488983,-83.42188372,40.09291371,-83.12569231,72.007,56.756544928,13.66
124,137211,15602.0,2022-02-28 09:59:02,2022-02-28 11:04:46,46,9,0,9,Completed,39.9844609,-82.91689074,39.89492976,-83.42192065,72.028,53.812091503,6.18
125,137207,2733.0,2022-02-28 17:48:07,2022-02-28 19:58:21,51,12,0,12,Completed,40.06264586,-82.97050962,39.89483204,-83.42201149,70.351,36.967799716,11.58
126,137206,2733.0,2022-02-28 15:18:31,2022-02-28 16:37:03,51,13,0,13,Completed,39.94967297,-83.03649279,40.09293096,-83.12566377,71.089,51.435059829,9.88
127,137205,21.0,2022-02-28 10:02:00,2022-02-28 11:09:08,55,11,0,11,Completed,40.0853061,-82.96511953,40.0853061,-82.96511953,0.0,0.0,0.0
128,137201,2733.0,2022-02-21 23:20:09,2022-02-22 00:37:30,51,12,0,12,Completed,39.9406418,-83.05323363,40.0925007,-83.12556588,71.0,51.595532867,10.48
129,137200,16576.0,2022-02-21 09:52:49,2022-02-21 11:00:08,253,12,0,12,Completed,39.94249982,-82.88918207,39.89485855,-83.42204269,86.009,61.249789022,3.29
130,137197,15602.0,2022-02-22 11:55:09,2022-02-22 12:54:29,46,11,0,11,Completed,39.8949106,-83.42188665,40.09284493,-83.12569552,72.722,46.491291572,13.66
131,137196,15602.0,2022-02-22 09:58:05,2022-02-22 11:00:43,46,10,0,10,Completed,39.98444788,-82.91687563,39.89491303,-83.42194612,71.895,52.797738363,6.18
132,137193,2733.0,2022-02-22 19:27:03,2022-02-22 20:40:08,51,11,0,11,Completed,39.88867853,-83.44429752,40.09292803,-83.1256744,73.37,49.394973301,14.09
133,137189,44.0,2022-02-23 02:10:18,2022-02-23 02:55:10,51,5,0,5,Completed,40.00987847,-82.94074124,39.8952455,-83.4213106,79.075,46.891464912,7.91
134,137139,2167.0,2022-02-10 06:34:20,2022-02-10 08:21:26,55,15,0,15,Completed,40.11851064,-83.09267718,40.0852563,-82.96512232,75.877,43.318675204,2.29
135,137137,3843.0,2022-02-09 20:47:49,2022-02-09 21:49:05,83,6,0,6,Completed,39.99636263,-82.92258941,39.99681235,-82.92247773,8.969,1.104157895,0.03
136,137131,16576.0,2022-02-10 05:04:41,2022-02-10 06:28:46,253,10,0,10,Completed,39.94234497,-82.88924921,40.0305389,-82.95472272,83.168,38.426833333,6.08
137,136978,11.0,2022-02-16 20:21:14,2022-02-16 21:52:04,42,3,1,4,Completed,39.97094792,-82.9678947,40.11897312,-83.07378119,67.622,25.142708197,10.21
138,136977,23.0,2022-02-16 20:30:35,2022-02-16 22:52:49,72,4,1,5,Completed,39.89548376,-82.92801113,39.98265037,-83.15340371,77.442,23.380086,6.01
139,136976,24.0,2022-02-16 20:12:49,2022-02-16 21:53:37,71,5,0,5,Completed,40.08789073,-82.97200499,39.9840878,-82.91715407,63.506,22.506398496,7.16
140,136973,24.0,2022-02-16 18:39:27,2022-02-16 20:12:19,71,4,0,4,Completed,39.98414501,-82.91697431,40.08789582,-82.97198749,66.347,33.510548139,7.16
141,136972,11.0,2022-02-16 18:40:56,2022-02-16 19:48:26,42,3,0,3,Completed,40.03048787,-82.99445561,39.93818255,-82.74074003,73.661,43.148476293,6.37
142,136970,23.0,2022-02-16 13:42:34,2022-02-16 15:37:23,72,3,1,4,Completed,40.08765181,-82.99686682,39.97116064,-82.96806908,80.328,38.317608802,8.04
143,136969,11.0,2022-02-16 13:13:51,2022-02-16 14:44:30,42,2,1,3,Completed,40.08788372,-82.97223392,39.97113022,-82.96816587,72.789,30.753521106,8.06
144,136965,24.0,2022-02-16 11:05:00,2022-02-16 13:02:36,71,5,0,5,Completed,39.98399133,-82.91711607,39.97116285,-82.96795537,66.279,29.016998934,0.89
145,136962,11.0,2022-02-16 11:29:18,2022-02-16 13:13:40,42,4,0,4,Completed,39.98435752,-82.91697198,40.08787742,-82.9722162,74.668,40.670490421,7.14
146,136960,23.0,2022-02-15 18:29:24,2022-02-15 20:00:31,72,1,1,2,Completed,39.87835729,-82.82815339,39.89486095,-82.92632081,83.862,48.771315457,1.14
147,136957,11.0,2022-02-15 11:36:59,2022-02-15 13:05:47,42,0,1,1,Completed,39.9841901,-82.91739811,40.08754367,-82.97239536,71.514,38.393956882,7.13
148,136908,15392.0,2022-02-09 19:33:40,2022-02-09 20:16:16,7,1,0,1,Completed,40.14355619,-83.12744785,40.11829728,-83.09001177,50.442,24.894069106,1.74
149,136906,15392.0,2022-02-09 16:43:26,2022-02-09 17:37:51,7,1,0,1,Completed,40.07093205,-83.16033092,40.12079905,-83.15833649,66.615,22.977390756,3.44
150,136904,15715.0,2022-02-09 12:41:27,2022-02-09 14:13:20,81,13,0,13,Completed,40.1498003,-82.68628102,40.06284218,-82.9713713,66.548,44.960235038,6.0
151,136898,2167.0,2022-02-09 04:27:00,2022-02-09 06:06:28,55,13,0,13,Completed,40.08547628,-82.96515613,40.11854034,-83.09272265,78.918,47.628601617,2.28
152,136887,16576.0,2022-02-09 04:18:36,2022-02-09 05:53:24,253,10,0,10,Completed,39.95197704,-82.68197059,40.00991995,-83.00162716,77.553,40.424538571,4.0
153,136762,6.0,2022-02-08 13:32:59,2022-02-08 13:54:35,51,1,0,1,Completed,39.9406908,-83.05326712,39.9406908,-83.05326712,0.0,0.0,0.0
154,136677,3843.0,2022-02-08 08:14:41,2022-02-08 09:25:37,83,13,0,13,Completed,39.99701338,-82.92234689,39.99701338,-82.92234689,0.0,0.0,0.0
155,136666,15392.0,2022-02-08 16:10:13,2022-02-08 16:22:17,7,1,0,1,Completed,40.10438138,-83.15711162,40.09812995,-83.11564475,38.877,16.260049505,0.43
156,136640,16576.0,2022-02-07 22:16:23,2022-02-07 23:43:18,253,7,0,7,Completed,39.99034667,-83.11867197,40.06283039,-82.96949065,75.272,44.444763547,5.0
